symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,fund_profitability,fund_growth,fund_valuation,fund_financial_health,fund_dividend,fundamental_score,fund_data_coverage,roe,pe_ratio,debt_to_equity,operating_margin,technical_score,tech_data_coverage,tech_trend,tech_momentum,tech_volume,tech_relative_strength,composite_score_raw,l_category,sector_preference_mult,composite_score,composite_rank,fundamental_rank,technical_rank,data_quality
TIPSMUSIC.NS,Tips Music Limited,65903575040,515.55,67457782.70678711,Communication Services,Entertainment,PASS,,97.5,90.0,17.5,90.0,60.0,74.37500000000001,1.0,,34.976254,1.065,0.78341,50.333333333333336,1.0,36.666666666666664,45.0,60.0,80.0,69.56666666666668,L2,0.97,67.47966666666667,77,14,332,HIGH
PARAS.NS,Paras Defence and Space Technologies Limited,50544373760,627.2,1709963647.149699,Industrials,Aerospace & Defense,PASS,,67.5,90.0,12.5,90.0,60.0,65.87500000000001,1.0,,68.47162,8.394,0.20527,43.0,1.0,25.0,47.5,40.0,80.0,61.30000000000002,L2,1.1,67.43000000000002,78,115,598,HIGH
RPEL.NS,Raghav Productivity Enhancers Limited,29503025152,642.6,20654313.564526368,Basic Materials,Chemicals,PASS,,77.5,90.0,17.5,90.0,60.0,69.37500000000001,1.0,,59.17127,2.905,0.26884001,49.75000000000001,1.0,38.333333333333336,50.0,46.66666666666667,80.0,65.45000000000002,L3,1.03,67.41350000000001,79,56,352,HIGH
JYOTICNC.NS,Jyoti CNC Automation Limited,168281735168,739.95,656995259.6418111,Industrials,Specialty Industrial Machinery,PASS,,77.5,82.0,42.5,70.0,50.0,67.37500000000001,1.0,,0.68273664,39.56,0.24542,36.66666666666667,1.0,18.333333333333332,37.5,40.0,73.33333333333333,61.23333333333335,L2,1.1,67.35666666666668,80,84,913,HIGH
WABAG.NS,VA Tech Wabag Limited,77060734976,1236.9,490076414.07419026,Industrials,Engineering & Construction,PASS,,57.5,72.0,42.5,80.0,60.0,62.875000000000014,1.0,,22.829458,10.322,0.12473,53.66666666666667,1.0,36.666666666666664,65.0,46.66666666666667,80.0,61.033333333333346,L2,1.1,67.13666666666668,81,191,257,HIGH
CUMMINSIND.NS,Cummins India Limited,1278723620864,4613.0,3303587331.226367,Industrials,Specialty Industrial Machinery,PASS,,82.5,48.0,10.0,90.0,60.0,58.625000000000014,1.0,,57.197765,0.308,0.22917,70.58333333333334,1.0,68.33333333333333,70.0,53.33333333333333,100.0,61.01666666666668,L2,1.1,67.11833333333335,82,327,62,HIGH
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,36325425152,396.25,92217876.40755412,Healthcare,Medical Care Facilities,PASS,,67.5,76.0,32.5,90.0,75.0,67.87500000000001,1.0,,19.882088,4.76,0.13643,57.33333333333334,1.0,40.0,60.0,66.66666666666667,80.0,65.76666666666668,L1,1.02,67.08200000000001,83,75,198,HIGH
TREL.NS,Transindia Real Estate Limited,6193984000,25.21,4557352.857946841,Real Estate,Real Estate Services,PASS,,72.5,60.0,62.5,100.0,50.0,70.62500000000001,1.0,,9.964427,,0.2811,63.00000000000001,1.0,43.33333333333333,75.0,66.66666666666667,80.0,69.10000000000002,L2,0.97,67.02700000000002,84,41,127,HIGH
AZAD.NS,Azad Engineering Limited,94896414720,1469.4,366693086.88260907,Industrials,Specialty Industrial Machinery,PASS,,77.5,90.0,12.5,80.0,50.0,65.37500000000001,1.0,,76.93194,21.146,0.30227,42.50000000000001,1.0,26.666666666666664,55.0,23.333333333333336,80.0,60.80000000000001,L2,1.1,66.88000000000002,85,128,615,HIGH
KARURVYSYA.NS,Karur Vysya Bank Limited,255090737152,263.9,843724981.8986735,Financial Services,Banks - Regional,PASS,,70.0,78.0,60.0,,60.0,68.75,0.8,,11.09756,,0.54798,43.16666666666667,1.0,43.33333333333333,30.0,30.0,86.66666666666666,63.63333333333333,L3,1.05,66.815,86,69,590,HIGH
GALAPREC.NS,Gala Precision Engineering Limited,9596883968,749.9,9789118.956361897,Industrials,Specialty Industrial Machinery,PASS,,52.5,88.0,32.5,90.0,50.0,64.62500000000001,1.0,,29.065893,8.821,0.13525,44.91666666666667,1.0,36.666666666666664,42.5,36.666666666666664,80.0,60.68333333333335,L2,1.1,66.7516666666667,87,142,510,HIGH
UNIONBANK.NS,Union Bank of India,1356310249472,177.63,3101055253.1415386,Financial Services,Banks - Regional,PASS,,62.0,72.0,60.0,,60.0,64.375,0.8,0.15561,7.1596136,,0.46386,60.16666666666667,1.0,50.0,60.0,53.33333333333333,93.33333333333334,63.53333333333333,L1,1.05,66.71,88,154,159,HIGH
STYLAMIND.NS,Stylam Industries Limited,37382336512,2205.7,93297381.69788411,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,62.5,66.0,37.5,100.0,50.0,64.62500000000001,1.0,,26.453587,,0.18767,53.00000000000001,1.0,58.33333333333333,47.5,16.666666666666668,100.0,62.30000000000002,L2,1.07,66.66100000000003,89,142,276,HIGH
SEAMECLTD.NS,Seamec Limited,35191484416,1379.3,101522840.62796631,Industrials,Marine Shipping,PASS,,77.5,60.0,30.0,55.0,50.0,56.37500000000001,1.0,,18.383314,37.579,0.31538,77.16666666666667,1.0,83.33333333333334,70.0,60.0,100.0,60.533333333333346,L2,1.1,66.58666666666669,90,408,14,HIGH
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,1058623913984,9512.0,609393476.2,Financial Services,Asset Management,PASS,,96.66666666666666,66.0,42.5,80.0,60.0,71.16666666666667,1.0,,12.048132,0.019,0.83700997,32.25000000000001,1.0,21.666666666666664,30.0,23.333333333333336,73.33333333333333,63.38333333333334,L1,1.05,66.55250000000001,91,37,1061,HIGH
INDIANHUME.NS,Indian Hume Pipe Company Limited,17080836096,323.75,13385609.736317953,Industrials,Engineering & Construction,PASS,,67.5,62.0,57.5,70.0,60.0,63.875000000000014,1.0,,2.762372,35.77,0.060510002,46.41666666666667,1.0,28.333333333333336,55.0,40.0,80.0,60.383333333333354,L2,1.1,66.4216666666667,92,163,457,HIGH
INDIAMART.NS,Indiamart Intermesh Limited,119238508544,1985.0,262425518.34305012,Communication Services,Internet Content & Information,PASS,,92.5,90.0,32.5,90.0,75.0,77.62500000000001,1.0,,19.763042,1.097,0.31569,31.833333333333336,1.0,18.333333333333332,32.5,23.333333333333336,73.33333333333333,68.46666666666668,L2,0.97,66.41266666666668,93,6,1068,HIGH
KPEL.NS,K.P. Energy Limited,18910058496,279.2,81078864.50929768,Industrials,Engineering & Construction,PASS,,62.5,100.0,47.5,35.0,60.0,63.125000000000014,1.0,,12.656392,121.934,0.19125,49.25,1.0,31.666666666666664,55.0,53.33333333333333,73.33333333333333,60.350000000000016,L3,1.1,66.38500000000002,94,182,376,HIGH
TEMBO.NS,Tembo Global Industries Limited,7755227136,501.4,45430231.89654541,Industrials,Metal Fabrication,PASS,,62.5,98.0,52.5,45.0,60.0,65.62500000000001,1.0,,12.423191,98.882,0.16212,39.16666666666667,1.0,30.0,40.0,23.333333333333336,80.0,60.33333333333335,L2,1.1,66.36666666666669,95,122,786,HIGH
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,938826596352,2327.4,4768073153.407927,Industrials,Aerospace & Defense,PASS,,77.5,74.0,12.5,90.0,60.0,64.37500000000001,1.0,,38.95882,0.021,0.23986,44.16666666666667,1.0,31.666666666666664,42.5,46.66666666666667,73.33333333333333,60.33333333333335,L2,1.1,66.36666666666669,95,149,545,HIGH
HEROMOTOCO.NS,Hero MotoCorp Limited,1053972889600,5267.5,2757237044.046289,Consumer Cyclical,Auto Manufacturers,PASS,,62.5,72.0,27.5,90.0,60.0,63.125000000000014,1.0,,19.360826,3.395,0.13035,57.58333333333334,1.0,41.66666666666667,50.0,70.0,93.33333333333334,62.01666666666668,L2,1.07,66.35783333333335,97,182,196,HIGH
GENUSPOWER.NS,Genus Power Infrastructures Limited,67492392960,239.1,102722506.98958181,Industrials,Electrical Equipment & Parts,PASS,,62.5,100.0,52.5,45.0,60.0,66.12500000000001,1.0,,12.26783,91.662,0.17695,36.833333333333336,1.0,25.0,32.5,36.666666666666664,73.33333333333333,60.26666666666668,L2,1.1,66.29333333333335,98,108,911,HIGH
J&KBANK.NS,The Jammu & Kashmir Bank Limited,130842501120,118.82,978367353.1165951,Financial Services,Banks - Regional,PASS,,58.0,62.0,66.66666666666667,,60.0,61.66666666666667,0.8,0.14635,6.071538,,0.44886002,68.58333333333334,1.0,65.0,75.0,46.66666666666667,93.33333333333334,63.05000000000001,L3,1.05,66.20250000000001,99,223,75,HIGH
RADHIKAJWE.NS,Radhika Jeweltech Limited,6821806080,57.75,16833368.81345253,Consumer Cyclical,Luxury Goods,PASS,,62.5,76.0,62.5,80.0,60.0,69.12500000000001,1.0,,8.418367,11.904,0.19323999,32.583333333333336,1.0,18.333333333333332,35.0,23.333333333333336,73.33333333333333,61.81666666666668,L2,1.07,66.14383333333335,100,61,1053,HIGH
KOTHARIPET.NS,Kothari Petrochemicals Limited,6524888576,110.88,7333786.932759603,Basic Materials,Specialty Chemicals,PASS,,62.5,66.0,62.5,90.0,60.0,68.62500000000001,1.0,,9.073649,0.781,0.17246,46.5,1.0,36.666666666666664,40.0,53.33333333333333,73.33333333333333,64.20000000000002,L3,1.03,66.12600000000002,101,70,456,HIGH
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,4263858143232,1777.1,4113630037.6928425,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,72.5,68.0,12.5,90.0,75.0,63.125000000000014,1.0,,39.065727,6.675,0.26173002,71.08333333333334,1.0,61.66666666666667,75.0,60.0,100.0,64.71666666666668,L1,1.02,66.01100000000002,102,182,61,HIGH
POLYCAB.NS,Polycab India Limited,1080729927680,7171.0,3648039178.133333,Industrials,Electrical Equipment & Parts,PASS,,68.33333333333333,86.0,17.5,70.0,75.0,63.58333333333334,1.0,0.25955,41.151154,2.089,0.11338,45.0,1.0,41.66666666666667,42.5,23.333333333333336,86.66666666666666,59.866666666666674,L2,1.1,65.85333333333335,103,169,509,HIGH
GKSL.NS,Gujarat Kidney And Super Speciality Limited,8373941248,106.21,59312944.980572,Healthcare,Medical Care Facilities,PASS,,87.5,80.0,10.0,100.0,50.0,68.87500000000001,1.0,,48.9447,,0.23938,47.29166666666667,1.0,27.5,60.0,23.333333333333336,100.0,64.55833333333335,L1,1.02,65.84950000000002,104,64,425,HIGH
INDIANB.NS,Indian Bank,1183934054400,878.65,1741793751.870575,Financial Services,Banks - Regional,PASS,,70.0,72.0,46.66666666666667,,60.0,63.54166666666667,0.8,0.15752,10.277811,,0.47532,59.00000000000001,1.0,53.33333333333333,60.0,36.666666666666664,100.0,62.63333333333335,L1,1.05,65.76500000000001,105,170,175,HIGH
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,60876156928,41.3,154396091.2353026,Industrials,Specialty Industrial Machinery,PASS,,67.5,80.0,22.5,80.0,75.0,64.87500000000001,1.0,,35.0,15.717,0.17086,39.41666666666667,1.0,25.0,50.0,23.333333333333336,73.33333333333333,59.783333333333346,L2,1.1,65.76166666666668,106,138,768,HIGH
INDNIPPON.NS,India Nippon Electricals Limited,16631271424,735.2,56348603.279762775,Consumer Cyclical,Auto Parts,PASS,,42.5,84.0,47.5,90.0,75.0,66.62500000000001,1.0,,16.920599,0.212,0.09151,40.75000000000001,1.0,36.666666666666664,37.5,23.333333333333336,80.0,61.45000000000002,L2,1.07,65.75150000000002,107,94,697,HIGH
ROLEXRINGS.NS,Rolex Rings Limited,32445767680,119.14,151036853.0943924,Industrials,Metal Fabrication,PASS,,67.5,56.0,47.5,90.0,50.0,63.375000000000014,1.0,,16.547222,0.01,0.17532,45.00000000000001,1.0,30.0,55.0,30.0,80.0,59.70000000000002,L2,1.1,65.67000000000003,108,173,506,HIGH
ITDC.NS,India Tourism Development Corporation Limited,36597805056,426.7,23904732.46041565,Consumer Cyclical,Lodging,PASS,,62.5,92.0,17.5,90.0,75.0,67.62500000000001,1.0,,46.079914,0.18,0.16799,36.333333333333336,1.0,18.333333333333332,47.5,23.333333333333336,73.33333333333333,61.36666666666668,L2,1.07,65.66233333333335,109,81,928,HIGH
RPGLIFE.NS,RPG Life Sciences Limited,31088386048,1879.7,16035898.277844239,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,82.5,62.0,23.333333333333336,100.0,60.0,66.79166666666667,1.0,,15.336978,,0.19097,54.41666666666667,1.0,31.666666666666664,60.0,66.66666666666667,80.0,64.31666666666668,L1,1.02,65.60300000000001,110,91,245,HIGH
SUMEETINDS.NS,Sumeet Industries Limited,15468711936,29.39,4663435.7177654905,Consumer Cyclical,Textile Manufacturing,PASS,,47.5,58.0,70.0,70.0,50.0,59.375000000000014,1.0,,0.6158843,48.264,0.040710002,68.91666666666669,1.0,76.66666666666667,62.5,46.66666666666667,93.33333333333334,61.28333333333335,L2,1.07,65.5731666666667,111,297,72,HIGH
WAAREEENER.NS,Waaree Energies Limited,910642315264,3165.9,6326441905.833227,Technology,Solar,PASS,,72.5,94.0,32.5,80.0,60.0,70.12500000000001,1.0,,27.854124,25.128,0.21955,71.50000000000001,1.0,68.33333333333333,67.5,66.66666666666667,93.33333333333334,70.40000000000002,L2,0.93,65.47200000000002,112,44,57,HIGH
HINDZINC.NS,Hindustan Zinc Limited,2174982946816,514.75,3832613572.611593,Basic Materials,Other Industrial Metals & Mining,PASS,,97.5,68.0,37.5,60.0,75.0,68.37500000000001,1.0,,18.416815,88.173,0.48057,43.333333333333336,1.0,30.0,45.0,36.666666666666664,80.0,63.36666666666669,L3,1.03,65.26766666666668,113,73,581,HIGH
ALGOQUANT.NS,Algoquant Fintech Limited,15361898496,54.65,65539095.77280337,Financial Services,Capital Markets,PASS,,87.5,78.0,42.5,65.0,50.0,67.87500000000001,1.0,,6.347271,23.755,0.19264,38.79166666666667,1.0,22.5,37.5,23.333333333333336,100.0,62.058333333333344,L1,1.05,65.16125000000001,114,75,803,HIGH
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,1445229756416,4270.2,1713618436.48409,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,82.5,74.0,12.5,70.0,70.0,62.625000000000014,1.0,,63.696304,33.4,0.26703,68.58333333333334,1.0,58.33333333333333,75.0,53.33333333333333,100.0,63.816666666666684,L1,1.02,65.09300000000002,115,196,75,HIGH
NBIFIN.NS,N. B. I. Industrial Finance Company Limited,5093570560,1723.8,882163.8724487305,Financial Services,Capital Markets,PASS,,77.5,62.0,42.5,100.0,65.0,69.87500000000001,1.0,,33.335915,,0.91564006,30.333333333333343,1.0,20.0,30.0,16.666666666666668,73.33333333333333,61.96666666666668,L1,1.05,65.06500000000003,116,48,1077,HIGH
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,3145825779712,1365.4,3562869993.170052,Industrials,Marine Shipping,PASS,,80.0,84.0,27.5,45.0,60.0,61.50000000000001,1.0,0.19407,23.639198,81.556,0.45356998,49.750000000000014,1.0,38.333333333333336,50.0,36.666666666666664,93.33333333333334,59.15000000000001,L2,1.1,65.06500000000003,116,231,350,HIGH
SHARDACROP.NS,Sharda Cropchem Limited,88411119616,978.6,346203342.975118,Basic Materials,Agricultural Inputs,PASS,,52.5,70.0,52.5,90.0,60.0,65.12500000000001,1.0,,15.600191,0.148,0.12589,55.33333333333334,1.0,53.33333333333333,60.0,23.333333333333336,93.33333333333334,63.166666666666686,L3,1.03,65.06166666666668,118,132,223,HIGH
ALIVUS.NS,Alivus Life Sciences Limited,116886282240,949.8,57011572.09944458,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,87.5,40.0,27.5,90.0,60.0,61.375000000000014,1.0,,21.459558,2.005,0.31449,73.33333333333334,1.0,70.0,75.0,66.66666666666667,86.66666666666666,63.76666666666669,L1,1.02,65.04200000000002,119,233,41,HIGH
KNRCON.NS,KNR Constructions Limited,33192572928,118.01,187255682.8783244,Industrials,Engineering & Construction,PASS,,82.5,52.0,70.0,55.0,60.0,64.62500000000001,1.0,,7.0622387,48.727,0.20412001,37.0,1.0,25.0,37.5,30.0,73.33333333333333,59.100000000000016,L2,1.1,65.01000000000002,120,142,898,HIGH
SOLARINDS.NS,Solar Industries India Limited,1170398380032,12934.0,2465021449.1666665,Basic Materials,Specialty Chemicals,PASS,,82.5,96.0,12.5,80.0,60.0,69.12500000000001,1.0,,80.645966,16.425,0.25325,38.75000000000001,1.0,26.666666666666664,42.5,23.333333333333336,80.0,63.05000000000001,L3,1.03,64.94150000000002,121,61,804,HIGH
NPST.NS,Network People Services Technologies Limited,23058735104,1105.9,76382950.43730062,Technology,Software - Application,PASS,,82.5,94.0,27.5,90.0,60.0,73.62500000000001,1.0,,61.71317,1.639,0.22089,54.58333333333334,1.0,38.333333333333336,45.0,83.33333333333334,73.33333333333333,69.81666666666668,L2,0.93,64.92950000000002,122,18,240,HIGH
GOLDIAM.NS,Goldiam International Limited,33434972160,296.1,416075783.80799764,Consumer Cyclical,Luxury Goods,PASS,,77.5,62.0,37.5,90.0,60.0,66.37500000000001,1.0,,21.180258,2.357,0.21500999,37.66666666666667,1.0,20.0,50.0,23.333333333333336,73.33333333333333,60.633333333333354,L2,1.07,64.8776666666667,123,102,864,HIGH
BANKINDIA.NS,Bank of India,685130973184,150.49,1595767755.4323192,Financial Services,Banks - Regional,PASS,,58.0,68.0,60.0,,60.0,61.875,0.8,0.1205,6.97682,,0.44297,61.33333333333334,1.0,53.33333333333333,60.0,53.33333333333333,93.33333333333334,61.766666666666666,L3,1.05,64.855,124,221,150,HIGH
SANGHVIMOV.NS,Sanghvi Movers Limited,20904990720,241.15,67080804.84253642,Industrials,Rental & Leasing Services,PASS,,77.5,60.0,50.0,70.0,60.0,64.37500000000001,1.0,,12.3287325,40.655,0.22055,37.25000000000001,1.0,30.0,32.5,30.0,73.33333333333333,58.95000000000002,L2,1.1,64.84500000000003,125,149,885,HIGH
CDSL.NS,Central Depository Services (India) Limited,249044402176,1191.6,2174801895.559241,Financial Services,Capital Markets,PASS,,97.5,62.0,12.5,90.0,70.0,67.37500000000001,1.0,,52.240246,0.139,0.51916003,39.16666666666667,1.0,35.0,37.5,23.333333333333336,73.33333333333333,61.73333333333335,L1,1.05,64.82000000000002,126,84,786,HIGH
SHARDAMOTR.NS,Sharda Motor Industries Limited,45142548480,786.35,41720374.21184082,Consumer Cyclical,Auto Parts,PASS,,62.5,66.0,42.5,90.0,75.0,66.12500000000001,1.0,,13.386959,4.414,0.10153,38.333333333333336,1.0,25.0,37.5,36.666666666666664,73.33333333333333,60.56666666666668,L2,1.07,64.80633333333334,127,108,827,HIGH
NMDC.NS,NMDC Limited,701411164160,79.78,1971590127.2882674,Basic Materials,Steel,PASS,,82.5,32.0,43.33333333333333,80.0,70.0,60.29166666666667,1.0,,10.163057,11.21,0.26767,73.41666666666667,1.0,65.0,70.0,73.33333333333333,100.0,62.91666666666668,L3,1.03,64.80416666666667,128,269,40,HIGH
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,54543650816,1710.0,107965364.1160848,Consumer Cyclical,Auto Parts,PASS,,62.5,62.0,42.5,90.0,60.0,63.625000000000014,1.0,,16.260935,9.738,0.12861,47.91666666666667,1.0,43.33333333333333,42.5,30.0,93.33333333333334,60.48333333333335,L2,1.07,64.71716666666669,129,166,404,HIGH
TAJGVK.NS,Taj GVK Hotels & Resorts Limited,18926446592,301.85,48397104.5259552,Consumer Cyclical,Lodging,PASS,,82.5,68.0,36.666666666666664,80.0,60.0,66.95833333333334,1.0,,15.175968,11.957,0.28652,34.50000000000001,1.0,21.666666666666664,37.5,23.333333333333336,73.33333333333333,60.46666666666668,L2,1.07,64.69933333333336,130,88,992,HIGH
INGERRAND.NS,Ingersoll Rand (India) Limited,115692511232,3647.5,75586424.65539551,Industrials,Specialty Industrial Machinery,PASS,,82.5,62.0,10.0,90.0,50.0,61.125000000000014,1.0,,44.443768,1.509,0.24291,49.5,1.0,36.666666666666664,60.0,23.333333333333336,93.33333333333334,58.80000000000001,L2,1.1,64.68000000000002,131,241,364,HIGH
GRANULES.NS,Granules India Limited,146435604480,590.95,413044181.35344034,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,62.5,72.0,37.5,70.0,60.0,61.125000000000014,1.0,,26.24112,45.369,0.16900998,72.25000000000001,1.0,78.33333333333333,55.0,66.66666666666667,100.0,63.350000000000016,L1,1.02,64.61700000000002,132,241,50,HIGH
IOB.NS,Indian Overseas Bank,649691725824,33.72,261571777.68549022,Financial Services,Banks - Regional,PASS,,62.0,80.0,50.0,,50.0,63.125,0.8,0.15338,13.707317,,0.38389,55.08333333333334,1.0,28.333333333333336,55.0,83.33333333333334,80.0,61.516666666666666,L1,1.05,64.5925,133,188,232,HIGH
HAL.NS,Hindustan Aeronautics Limited,2529507672064,3782.3,6896746999.632642,Industrials,Aerospace & Defense,PASS,,72.5,62.0,27.5,90.0,75.0,64.62500000000001,1.0,,28.419117,0.031,0.15114,34.16666666666667,1.0,25.0,32.5,23.333333333333336,73.33333333333333,58.53333333333335,L2,1.1,64.3866666666667,134,142,1004,HIGH
SONACOMS.NS,Sona BLW Precision Forgings Limited,314810007552,506.25,762683157.6111298,Consumer Cyclical,Auto Parts,PASS,,62.5,66.0,10.0,90.0,75.0,59.625000000000014,1.0,,51.291794,3.604,0.18426001,62.16666666666668,1.0,56.66666666666667,60.0,46.66666666666667,100.0,60.133333333333354,L2,1.07,64.34266666666669,135,287,137,HIGH
AJANTPHARM.NS,Ajanta Pharma Limited,363077435392,2904.7,358258810.76230466,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,82.5,62.0,12.5,90.0,75.0,64.12500000000001,1.0,,35.71499,5.698,0.24638,58.58333333333334,1.0,60.0,47.5,46.66666666666667,93.33333333333334,63.01666666666668,L1,1.02,64.27700000000002,136,156,182,HIGH
AJAXENGG.NS,Ajax Engineering Limited,53885603840,471.0,51616492.798844405,Industrials,Farm & Heavy Construction Machinery,PASS,,71.66666666666667,82.0,22.5,77.5,50.0,63.41666666666667,1.0,0.22328,24.505724,0.043,0.095769994,37.75000000000001,1.0,26.666666666666664,42.5,23.333333333333336,73.33333333333333,58.283333333333346,L2,1.1,64.11166666666668,137,172,862,HIGH
SHREEJISPG.NS,Shreeji Shipping Global Limited,58292150272,357.8,312996196.6992716,Industrials,Marine Shipping,PASS,,87.5,58.0,27.5,70.0,60.0,61.875000000000014,1.0,,36.5102,30.028,0.29448998,43.79166666666667,1.0,32.5,42.5,23.333333333333336,100.0,58.25833333333335,L2,1.1,64.08416666666669,138,217,565,HIGH
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,68245155840,1050.7,77476148.39332275,Industrials,Specialty Industrial Machinery,PASS,,62.5,78.0,12.5,90.0,75.0,63.125000000000014,1.0,,35.84783,0.756,0.17523001,38.58333333333334,1.0,30.0,42.5,16.666666666666668,80.0,58.21666666666668,L2,1.1,64.03833333333336,139,182,808,HIGH
